N,P,K,temperature,humidity,ph,rainfall,label
29.19,31.88,38.58,25.56,76.93,6.97,670.21,Beans and peas (vegetable)
15.13,15.34,26.06,28.71,73.44,6.34,431.56,Beans and peas (vegetable)
32.62,27.73,57.31,27.61,76.21,6.53,695.26,Beans and peas (vegetable)
49.18,19.18,74.44,19.34,68.48,7.31,849.2,Beans and peas (vegetable)
46.3,19.65,69.66,28.79,60.01,7.38,460.73,Beans and peas (vegetable)
51.27,35.96,39.08,24.77,78.04,7.44,832.22,Beans and peas (vegetable)
36.97,39.9,29.15,25.26,59.17,7.44,845.17,Beans and peas (vegetable)
61.18,28.8,45.65,25.14,60.37,6.04,601.83,Beans and peas (vegetable)
69.92,31.28,67.74,23.47,61.16,6.06,529.8,Beans and peas (vegetable)
43.21,17.66,21.87,27.67,57.4,6.75,449.99,Beans and peas (vegetable)
47.65,23.14,48.44,26.13,40.25,7.63,342.65,Beans and peas (vegetable)
41.56,16.22,51.43,21.92,74.4,6.71,683.25,Beans and peas (vegetable)
27.42,10.58,44.25,25.51,58.38,7.73,724.1,Beans and peas (vegetable)
79.7,18.85,67.34,25.78,64.47,7.77,692.39,Beans and peas (vegetable)
72.92,31.77,27.64,27.79,59.37,7.65,784.1,Beans and peas (vegetable)
17.29,14.02,24.18,24.91,43.23,7.3,631.42,Beans and peas (vegetable)
68.51,18.39,51.15,19.64,75.38,6.32,361.42,Beans and peas (vegetable)
60.51,68.37,56.93,25.45,79.85,7.0,471.05,Beet root
46.16,46.93,72.4,26.89,64.27,6.4,402.14,Beet root
96.76,31.13,148.64,16.21,89.04,6.87,463.56,Beet root
41.41,40.07,64.45,18.71,84.91,6.71,458.81,Beet root
95.67,35.35,196.19,15.56,79.29,7.05,360.45,Beet root
57.19,43.06,178.9,24.13,76.21,7.07,1045.31,Beet root
87.63,50.53,154.88,19.48,84.18,5.54,476.19,Beet root
120.02,40.42,63.97,18.17,71.23,7.19,363.59,Beet root
43.05,47.91,192.99,19.74,88.37,7.28,554.82,Beet root
121.69,61.15,121.89,22.19,82.62,7.09,981.24,Beet root
139.83,48.71,169.11,29.66,58.46,5.58,664.27,Beet root
125.67,37.35,152.0,15.12,64.21,6.73,416.78,Beet root
129.66,29.38,185.57,18.68,89.77,6.71,375.91,Beet root
46.53,24.5,134.38,28.76,66.12,6.39,830.36,Beet root
93.3,61.28,115.49,27.14,89.89,6.2,310.99,Beet root
52.56,53.21,95.08,30.98,75.1,6.54,1018.24,Beet root
65.86,69.18,40.49,25.53,87.39,7.08,1068.27,Beet root
79.7,69.45,128.13,25.52,52.36,5.9,795.87,Beet root
45.88,64.49,174.41,30.65,54.07,7.38,360.86,Beet root
87.41,70.42,51.25,15.31,51.0,6.52,1030.44,Beet root
52.74,27.48,130.97,18.98,79.21,7.4,989.43,Beet root
127.72,51.18,173.17,18.11,52.73,6.81,346.76,Beet root
129.25,61.49,192.35,20.34,69.45,6.98,518.5,Beet root
94.18,59.57,196.61,27.66,54.73,6.45,829.89,Beet root
54.66,45.92,85.44,17.02,70.48,5.83,831.48,Beet root
56.97,63.42,71.24,30.24,51.05,6.54,588.09,Beet root
62.51,48.3,174.72,30.56,62.13,5.81,948.13,Beet root
98.2,32.06,161.65,23.82,76.14,6.22,695.19,Beet root
58.03,65.39,65.12,28.23,81.92,6.99,317.48,Beet root
67.31,48.1,135.29,30.63,65.02,7.25,447.09,Beet root
77.13,23.14,158.8,17.56,60.28,7.05,781.25,Beet root
41.4,20.13,121.71,20.18,57.21,6.73,505.59,Beet root
99.22,42.76,69.88,17.35,59.47,5.56,577.31,Beet root
130.2,69.88,99.52,24.79,72.69,7.16,512.66,Beet root
69.64,38.11,46.54,20.35,85.12,7.32,398.67,Beet root
85.81,42.88,118.3,24.43,50.81,7.18,1176.3,Beet root
105.34,59.63,124.48,20.68,55.96,6.67,340.45,Beet root
122.45,45.25,106.36,20.56,88.77,5.85,436.18,Beet root
56.55,59.51,198.7,19.0,86.22,6.06,883.11,Beet root
44.05,49.74,144.73,24.12,59.51,7.16,1173.12,Beet root
85.92,58.16,166.47,19.11,84.58,6.06,998.25,Beet root
51.21,37.3,125.38,23.92,84.02,7.49,396.49,Beet root
67.14,41.46,116.63,23.4,84.25,7.04,316.97,Beet root
85.5,57.08,113.66,17.22,65.9,6.32,468.94,Beet root
115.63,39.28,134.24,23.77,85.1,5.74,402.84,Beet root
70.03,45.87,87.77,27.97,59.81,5.67,672.42,Beet root
117.34,71.03,157.34,24.48,78.97,6.86,510.93,Beet root
95.08,66.24,90.74,26.12,69.26,6.51,381.05,Beet root
106.62,71.94,62.63,21.22,51.95,5.56,1190.69,Beet root
89.35,41.33,83.98,31.66,60.09,6.95,555.38,Beet root
47.05,61.0,40.26,26.49,60.02,6.99,992.78,Beet root
112.41,21.47,152.6,31.83,59.71,6.05,1032.17,Beet root
56.04,59.64,160.8,15.63,72.15,6.65,573.1,Beet root
127.63,29.76,98.27,29.43,57.63,7.14,371.16,Beet root
88.92,24.52,148.46,28.44,83.99,7.46,904.81,Beet root
116.91,50.35,186.04,25.94,85.34,5.97,747.06,Beet root
112.98,32.16,73.81,31.63,67.38,5.86,598.32,Beet root
79.74,57.39,187.68,31.77,76.07,6.9,589.65,Beet root
125.72,33.07,57.02,31.55,84.57,6.11,907.65,Beet root
86.7,39.39,85.88,17.31,71.97,6.39,760.97,Beet root
61.54,76.32,142.17,30.29,54.37,6.75,1064.52,Beet root
73.09,31.71,82.4,19.64,67.89,6.15,544.15,Beet root
104.85,23.18,94.46,26.73,57.03,5.94,480.6,Beet root
40.09,48.43,46.23,19.64,89.79,7.34,493.57,Beet root
71.0,47.82,175.11,28.64,55.05,5.75,675.06,Beet root
127.01,72.93,57.18,24.76,56.23,6.87,1124.79,Beet root
85.48,24.98,132.68,21.94,82.44,6.18,1087.41,Beet root
67.37,29.45,89.04,15.59,61.25,6.82,428.05,Beet root
51.14,27.94,52.41,29.87,87.76,5.59,984.06,Beet root
113.72,79.81,95.66,19.85,68.12,7.21,955.73,Beet root
87.16,34.67,156.32,29.53,66.0,6.84,660.19,Beet root
87.85,51.49,164.12,31.62,67.77,6.18,636.23,Beet root
53.39,37.82,53.83,22.27,56.69,6.19,1014.22,Beet root
64.59,56.71,184.19,24.64,57.75,6.19,831.33,Beet root
90.66,28.92,111.49,24.23,60.69,6.72,363.14,Beet root
73.66,68.26,81.49,25.29,66.4,6.13,1124.52,Beet root
74.33,34.2,185.49,27.68,77.27,5.6,418.08,Beet root
103.83,32.57,76.1,28.25,61.44,5.64,332.79,Beet root
84.32,57.03,179.02,16.88,57.87,6.56,627.7,Beet root
88.25,75.45,127.18,22.06,89.58,5.63,1138.9,Beet root
90.17,50.23,187.51,23.62,67.54,6.04,892.94,Beet root
96.96,32.86,153.51,25.95,65.89,5.51,701.92,Beet root
40.61,24.5,108.9,16.39,61.03,6.81,577.75,Beet root
139.76,74.98,133.65,31.44,84.72,6.14,974.64,Beet root
53.68,61.07,118.57,15.29,60.97,7.41,584.25,Beet root
58.15,31.25,116.67,29.33,80.32,6.37,487.85,Beet root
44.61,47.76,170.36,27.4,66.34,6.69,692.62,Beet root
97.9,51.05,148.95,23.63,87.62,6.36,314.32,Beet root
63.64,50.04,126.49,24.39,78.58,6.05,898.41,Beet root
110.4,44.68,104.35,18.04,66.56,7.07,1118.08,Beet root
99.36,37.96,149.17,27.58,63.29,7.15,366.33,Beet root
41.08,27.38,64.96,29.94,67.0,6.05,686.17,Beet root
79.48,38.09,62.06,26.15,55.46,7.05,481.52,Beet root
113.14,68.34,60.05,16.47,87.98,6.43,867.21,Beet root
42.33,36.72,120.86,30.07,60.86,7.05,895.99,Beet root
51.53,37.6,78.06,22.52,75.41,6.37,520.08,Beet root
109.59,55.07,123.09,24.43,58.88,6.86,648.75,Beet root
76.35,28.98,135.49,25.25,63.61,7.22,1060.91,Beet root
50.91,61.7,103.01,32.0,59.0,6.06,697.9,Beet root
66.87,61.52,116.95,18.75,70.25,7.28,1013.16,Beet root
74.89,34.42,85.18,32.57,78.41,6.43,1819.15,Ber
40.95,54.12,90.34,17.41,68.62,5.97,1911.76,Ber
59.16,60.75,164.84,28.36,86.82,6.02,1084.51,Ber
44.49,33.79,183.17,24.49,63.65,5.54,1227.44,Ber
94.5,34.33,166.08,27.6,81.5,5.63,1446.54,Ber
43.84,38.19,161.41,27.63,57.51,7.15,580.03,Ber
83.57,69.19,134.41,31.01,73.81,6.96,1483.39,Ber
92.2,31.39,163.85,19.76,89.23,5.57,855.03,Ber
107.28,32.15,110.53,29.29,56.35,5.4,1229.54,Ber
51.93,31.78,61.29,22.41,62.73,5.08,1431.85,Ber
86.4,23.54,104.39,32.46,73.29,6.03,1197.65,Ber
48.75,60.59,187.96,33.21,58.96,5.78,740.93,Ber
57.65,36.64,148.63,18.79,86.78,5.26,510.32,Ber
106.95,55.19,109.75,26.91,58.94,5.42,1206.72,Ber
61.79,50.76,90.54,28.26,80.67,5.42,565.79,Ber
69.56,58.7,151.11,29.04,66.11,5.59,1297.67,Ber
48.39,56.31,87.58,20.83,70.26,6.22,1401.27,Ber
69.37,65.97,177.59,32.58,75.18,6.59,1413.8,Ber
69.14,36.11,142.88,15.51,50.3,7.13,569.64,Ber
77.23,50.75,87.74,32.91,57.6,7.21,1644.49,Ber
51.67,27.54,104.27,22.96,59.83,7.5,844.48,Ber
104.76,27.96,197.23,19.51,66.87,6.4,680.43,Ber
103.51,33.73,136.9,25.99,74.11,5.14,752.93,Ber
44.51,35.1,80.29,33.44,70.52,6.56,1036.23,Ber
54.86,45.16,101.21,21.87,68.11,6.26,1976.47,Ber
50.1,44.4,80.93,22.0,78.69,5.44,1372.03,Ber
67.5,22.58,190.63,23.27,81.36,6.04,1906.04,Ber
56.14,40.61,166.24,21.87,64.57,7.49,1333.42,Ber
92.04,52.17,175.91,32.24,72.53,5.74,534.2,Ber
85.3,61.27,123.08,18.29,61.52,6.27,1755.02,Ber
45.46,50.61,165.47,33.72,54.67,7.32,1402.2,Ber
99.0,22.69,130.86,27.45,62.27,6.08,1331.45,Ber
79.73,22.09,121.53,19.28,86.67,7.44,949.47,Ber
45.77,30.98,126.89,32.49,70.0,5.14,559.83,Ber
50.47,62.14,147.01,26.26,62.76,7.32,996.77,Ber
105.14,64.8,127.67,32.89,61.07,6.65,631.95,Ber
72.65,30.87,68.79,15.07,62.99,6.47,1182.85,Ber
57.16,69.56,191.53,17.51,66.6,6.62,1600.24,Ber
62.97,57.31,77.38,21.64,78.66,6.56,1755.82,Ber
34.22,28.72,66.79,18.84,50.17,6.26,1292.47,Ber
89.21,39.25,60.45,28.48,52.17,7.17,533.98,Ber
77.74,64.75,140.15,27.17,77.26,5.31,1512.39,Ber
109.23,68.71,122.03,21.89,80.13,6.36,885.96,Ber
45.49,28.51,124.28,18.4,50.79,5.13,1894.83,Ber
36.57,23.66,123.17,19.9,88.51,7.28,1107.11,Ber
70.39,38.76,65.3,20.86,54.91,5.26,1341.29,Ber
38.89,25.15,127.27,23.85,55.51,5.01,789.46,Ber
51.23,60.01,188.16,23.12,66.2,6.78,1440.38,Ber
46.57,25.38,121.27,26.3,55.55,5.73,958.91,Ber
53.52,43.04,151.43,25.19,58.06,5.26,1732.81,Ber
73.14,23.11,96.14,31.08,80.07,7.19,1403.13,Ber
68.06,41.33,87.16,28.02,73.4,5.39,1828.49,Ber
63.16,22.49,105.9,32.4,86.68,6.23,1934.51,Ber
108.77,61.26,180.36,22.64,80.26,6.44,1579.53,Ber
46.0,56.57,194.06,21.05,89.45,5.95,799.59,Ber
40.11,59.25,137.68,21.14,74.34,5.83,1172.54,Ber
107.64,53.41,166.74,26.67,89.66,5.6,893.44,Ber
38.33,47.7,145.87,29.52,63.42,5.03,1448.34,Ber
119.88,34.73,85.75,20.64,67.02,5.63,1020.44,Ber
87.44,37.25,115.45,15.8,86.72,6.02,992.22,Ber
37.78,51.71,180.94,15.82,55.81,5.37,1403.41,Ber
112.91,41.89,108.13,30.32,79.7,5.62,741.24,Ber
62.2,58.78,157.31,28.32,83.18,5.69,1009.53,Ber
33.81,63.44,141.54,20.96,52.78,6.81,1623.11,Ber
89.96,30.19,187.85,30.06,76.31,6.63,1856.54,Ber
113.55,49.78,118.33,22.27,82.76,6.61,615.9,Ber
42.8,65.01,183.83,34.04,67.11,6.96,1742.34,Ber
58.41,27.27,199.58,15.6,73.89,6.63,1522.68,Ber
53.01,56.08,90.3,31.58,58.76,6.74,1675.12,Ber
47.01,31.9,169.07,16.72,57.63,6.14,1895.27,Ber
80.57,39.38,196.97,24.27,67.35,6.03,968.27,Ber
59.31,54.39,65.72,28.64,58.05,5.96,719.81,Ber
79.75,56.47,109.65,18.27,59.06,7.05,901.47,Ber
99.72,36.56,86.42,29.55,68.74,5.08,1939.91,Ber
43.3,37.67,113.87,24.79,81.42,5.02,1898.71,Ber
88.14,67.53,174.43,33.56,74.04,5.89,1164.37,Ber
89.22,41.35,162.43,16.84,83.2,5.51,1915.92,Ber
44.0,26.46,173.66,31.37,79.55,7.4,905.81,Ber
104.4,37.6,135.24,23.91,50.23,6.44,1621.26,Ber
45.71,66.58,134.26,18.56,75.84,5.48,595.3,Ber
91.68,25.53,74.87,29.8,52.21,7.02,1694.22,Ber
42.73,45.92,73.53,27.65,52.52,7.36,811.6,Ber
91.46,26.41,89.34,24.02,72.92,7.5,538.89,Ber
30.03,37.52,111.26,32.68,86.5,7.2,714.77,Ber
67.09,57.29,103.77,28.26,59.49,5.81,1790.64,Ber
52.55,68.22,102.88,15.47,60.2,5.43,1260.24,Ber
40.14,51.3,182.49,22.25,56.74,6.0,1678.95,Ber
83.23,25.06,135.21,24.36,63.08,5.28,1971.67,Ber
45.84,29.64,80.38,26.4,67.75,5.62,1144.14,Ber
90.62,34.09,188.13,21.13,57.93,7.39,1715.84,Ber
60.88,62.07,132.63,21.94,83.58,6.88,946.81,Ber
84.6,38.47,60.15,34.24,71.99,6.5,1399.84,Ber
79.56,34.5,196.02,27.43,76.84,6.14,931.79,Ber
35.79,37.51,84.65,28.24,85.16,5.76,999.32,Ber
90.33,27.46,190.12,22.28,54.05,5.44,1899.12,Ber
52.24,53.11,81.86,18.88,85.17,5.37,528.13,Ber
75.11,63.14,105.64,17.56,89.29,6.69,1776.04,Ber
97.69,54.91,113.84,21.49,78.68,6.79,1925.88,Ber
81.18,34.73,128.53,27.27,67.07,6.98,1376.92,Ber
30.85,48.49,148.7,33.31,66.55,6.44,1212.5,Ber
93.17,24.04,183.57,30.48,71.92,6.61,351.8,Bitter gourd
99.8,45.75,153.45,15.8,78.44,6.07,886.53,Bitter gourd
102.71,33.61,110.47,29.21,74.22,5.64,698.62,Bitter gourd
71.18,58.5,138.33,15.18,74.31,6.97,991.86,Bitter gourd
45.9,38.22,107.4,18.06,66.83,5.64,401.9,Bitter gourd
106.87,35.75,153.82,15.82,72.51,6.28,1017.27,Bitter gourd
118.4,42.53,139.63,18.87,73.22,5.66,691.14,Bitter gourd
58.27,73.0,111.18,25.04,64.42,6.08,482.63,Bitter gourd
131.19,67.97,61.32,27.69,66.74,5.53,775.53,Bitter gourd
53.0,32.6,151.37,19.37,85.68,6.81,1049.06,Bitter gourd
101.52,72.13,97.87,24.34,70.64,7.31,448.42,Bitter gourd
97.81,65.27,99.21,29.75,64.92,5.85,825.64,Bitter gourd
82.06,20.91,51.17,18.32,80.77,7.28,791.08,Bitter gourd
50.56,52.07,176.9,27.74,61.64,5.75,1110.61,Bitter gourd
125.41,23.22,171.79,16.65,52.53,7.02,782.68,Bitter gourd
81.45,74.23,174.29,15.98,74.64,7.04,795.44,Bitter gourd
138.3,61.16,56.66,18.37,83.05,7.49,388.51,Bitter gourd
50.03,65.8,50.3,16.17,85.55,7.1,1093.41,Bitter gourd
105.05,39.35,185.01,20.08,61.02,7.27,912.74,Bitter gourd
129.57,29.35,192.37,25.42,76.72,7.33,642.68,Bitter gourd
111.96,58.42,166.04,30.25,77.2,5.64,464.83,Bitter gourd
135.4,78.12,194.79,15.63,65.3,7.02,977.6,Bitter gourd
48.59,56.57,62.86,23.38,59.59,5.61,372.02,Bitter gourd
131.09,64.68,189.09,22.99,66.53,6.22,854.68,Bitter gourd
75.16,64.78,168.21,29.89,59.71,6.55,501.1,Bitter gourd
43.76,62.47,127.84,27.31,53.5,7.49,1194.91,Bitter gourd
86.5,71.96,78.97,27.54,85.17,7.13,1030.6,Bitter gourd
86.3,69.2,150.51,17.25,54.57,7.04,862.92,Bitter gourd
91.94,74.44,145.53,21.73,66.56,6.71,984.25,Bitter gourd
96.44,50.53,156.3,26.99,83.21,5.63,979.46,Bitter gourd
91.38,24.48,148.64,27.18,70.95,7.09,570.22,Bitter gourd
60.19,41.04,105.61,26.83,83.82,6.94,456.59,Bitter gourd
76.62,29.5,149.88,19.22,71.02,7.08,903.85,Bitter gourd
69.84,39.97,144.54,24.34,53.86,7.25,761.35,Bitter gourd
87.34,31.91,100.32,20.66,60.83,6.63,716.05,Bitter gourd
128.92,76.48,75.12,16.7,81.41,7.49,1077.24,Bitter gourd
42.37,35.08,46.93,28.95,73.26,6.53,799.0,Bitter gourd
65.25,56.1,44.91,25.98,79.38,6.85,598.91,Bitter gourd
122.63,62.93,60.53,18.32,75.48,6.08,407.49,Bitter gourd
55.5,29.94,116.45,25.33,57.06,6.92,552.91,Bitter gourd
71.16,33.41,165.63,31.32,69.7,5.58,534.51,Bitter gourd
55.81,70.57,53.58,31.43,73.54,6.54,1062.62,Bitter gourd
42.75,66.63,58.66,29.29,71.17,5.62,1049.92,Bitter gourd
42.73,28.3,167.65,22.9,85.26,6.77,861.18,Bitter gourd
69.22,28.02,193.79,16.78,71.16,6.05,537.73,Bitter gourd
99.46,67.88,164.35,29.77,61.72,6.43,308.4,Bitter gourd
114.69,38.14,129.84,17.88,82.78,7.13,1089.71,Bitter gourd
44.59,79.55,79.64,20.26,59.97,6.04,797.4,Bitter gourd
63.98,43.63,144.9,29.21,77.71,6.69,432.96,Bitter gourd
121.61,22.24,82.27,15.97,76.7,6.24,886.84,Bitter gourd
74.7,47.34,113.27,15.77,67.21,6.78,791.45,Bitter gourd
47.53,60.08,89.42,15.25,56.22,6.5,579.36,Bitter gourd
109.44,34.44,163.65,19.87,74.83,7.1,647.0,Bitter gourd
44.68,52.13,199.27,31.47,58.84,7.01,610.46,Bitter gourd
56.03,59.95,120.14,24.17,83.1,6.17,900.39,Bitter gourd
76.62,22.56,100.48,31.15,69.33,5.72,919.04,Bitter gourd
136.34,74.48,131.51,21.4,73.23,7.13,1075.11,Bitter gourd
121.88,47.33,59.02,24.68,56.26,5.62,748.8,Bitter gourd
105.54,71.25,165.25,29.57,80.4,6.91,309.12,Bitter gourd
102.61,27.23,49.39,17.66,82.93,6.99,1153.9,Bitter gourd
137.9,73.6,61.27,29.93,83.55,7.24,436.52,Bitter gourd
51.68,75.43,67.81,21.27,68.24,5.75,318.57,Bitter gourd
139.41,72.6,185.97,19.84,58.8,6.35,707.99,Bitter gourd
40.56,66.76,199.47,23.99,65.53,6.29,386.47,Bitter gourd
66.62,50.13,109.1,24.27,83.96,5.95,324.9,Bitter gourd
43.82,28.05,131.28,28.74,85.47,6.77,662.83,Bitter gourd
55.45,44.09,93.19,29.79,69.47,5.95,559.92,Bitter gourd
53.65,75.12,48.06,15.22,57.32,7.12,771.12,Bitter gourd
102.58,41.46,50.99,29.55,57.68,5.57,815.43,Bitter gourd
48.33,25.75,168.06,23.36,59.66,6.2,956.32,Bitter gourd
46.64,26.99,138.6,25.32,88.9,6.25,358.57,Bitter gourd
93.75,58.3,62.34,24.4,57.91,7.19,1051.65,Bitter gourd
82.96,78.0,196.76,17.2,64.71,6.7,376.35,Bitter gourd
78.27,35.67,192.33,22.0,80.51,6.27,418.63,Bitter gourd
126.32,20.03,48.95,21.19,77.48,6.18,359.68,Bitter gourd
71.78,34.7,40.87,24.09,54.67,6.07,877.07,Bitter gourd
112.51,35.81,92.67,19.2,88.28,5.88,464.86,Bitter gourd
84.5,31.36,65.07,16.63,75.61,6.72,885.15,Bitter gourd
117.33,39.58,186.95,27.46,82.19,6.94,622.61,Bitter gourd
68.3,45.35,55.52,22.67,51.73,5.51,1138.35,Bitter gourd
108.93,53.71,94.58,24.7,85.66,6.8,842.23,Bitter gourd
86.02,40.74,151.77,31.68,66.99,6.28,685.3,Bitter gourd
82.55,79.44,153.08,21.11,64.86,6.36,333.04,Bitter gourd
92.78,68.68,145.69,18.37,79.12,6.94,536.29,Bitter gourd
102.29,56.66,174.37,17.31,57.79,6.47,339.73,Bitter gourd
81.56,67.29,63.79,22.82,89.59,6.51,748.49,Bitter gourd
95.88,31.16,63.55,26.52,65.83,6.08,328.25,Bitter gourd
124.61,21.94,160.0,21.49,73.95,6.0,439.86,Bitter gourd
93.34,61.74,71.28,22.42,67.79,5.93,808.54,Bitter gourd
54.59,50.58,58.15,23.25,62.46,6.4,690.37,Bitter gourd
130.79,49.4,170.96,18.84,64.08,5.65,678.67,Bitter gourd
106.87,70.29,130.55,25.88,57.09,5.57,1012.52,Bitter gourd
56.7,25.47,190.01,31.38,74.65,6.26,1049.92,Bitter gourd
60.47,45.76,97.12,30.52,86.79,6.8,399.67,Bitter gourd
88.22,34.72,181.59,17.35,52.17,6.91,707.96,Bitter gourd
123.84,24.48,168.17,15.63,51.12,6.42,499.16,Bitter gourd
99.37,21.55,45.66,27.36,58.41,6.81,974.93,Bitter gourd
45.93,66.19,82.95,21.62,53.47,7.18,804.66,Bitter gourd
90.47,78.11,93.52,30.14,78.79,7.36,1117.02,Bitter gourd
139.1,27.9,167.36,28.68,75.77,6.06,1168.63,Bitter gourd
36.35,32.49,97.36,20.59,81.68,5.16,1978.27,Black pepper
87.89,27.23,118.04,20.51,85.38,6.71,1059.58,Black pepper
75.35,32.7,98.46,29.3,74.66,6.08,1192.53,Black pepper
50.28,45.28,52.09,27.56,65.53,6.52,1784.37,Black pepper
52.24,23.74,88.05,33.32,75.28,5.85,2068.67,Black pepper
50.32,29.96,77.06,20.41,81.41,6.57,2339.51,Black pepper
90.46,30.81,71.25,28.21,88.64,6.31,1641.24,Black pepper
75.1,42.04,141.12,30.21,73.0,5.49,1649.8,Black pepper
46.25,48.0,95.88,25.55,70.45,6.15,1684.09,Black pepper
30.32,45.42,79.49,24.92,66.17,6.0,1993.49,Black pepper
90.49,16.81,147.07,29.26,68.53,5.37,1303.35,Black pepper
90.06,25.2,90.91,29.29,86.16,6.19,2080.29,Black pepper
33.87,45.71,70.33,20.05,89.29,5.36,1032.31,Black pepper
70.08,26.16,54.67,27.62,82.77,6.43,1064.37,Black pepper
64.55,43.48,57.72,21.32,60.07,5.94,1130.96,Black pepper
77.94,48.68,62.96,28.39,66.36,5.03,2089.54,Black pepper
54.72,48.14,98.77,20.52,73.49,5.37,2292.65,Black pepper
75.27,26.94,98.06,28.71,83.49,5.14,838.28,Black pepper
29.16,28.82,91.34,20.18,72.33,5.79,985.45,Black pepper
93.33,35.97,82.74,26.11,69.43,6.54,1777.53,Black pepper
59.59,46.88,132.18,31.0,66.77,5.28,1973.16,Black pepper
57.49,38.93,123.67,22.73,68.54,5.88,1265.03,Black pepper
73.38,41.14,91.92,29.58,75.31,6.28,1182.45,Black pepper
79.11,40.03,69.33,26.9,85.66,5.45,2051.17,Black pepper
96.32,45.32,84.17,27.72,89.75,6.02,995.55,Black pepper
23.63,42.66,86.6,21.95,70.43,6.36,1590.92,Black pepper
89.48,40.72,147.14,32.22,67.64,6.19,834.92,Black pepper
99.29,24.14,113.13,31.59,64.81,6.53,820.82,Black pepper
55.36,31.52,81.15,27.38,87.45,5.59,1784.74,Black pepper
90.2,42.05,44.48,33.08,61.4,6.06,1778.1,Black pepper
82.91,20.2,59.73,30.03,64.49,5.85,2043.8,Black pepper
72.1,22.37,73.44,33.5,73.46,5.08,1173.29,Black pepper
47.39,49.98,73.3,18.42,75.39,5.15,1265.91,Black pepper
99.39,39.66,45.57,25.18,65.15,5.22,1798.01,Black pepper
60.45,41.0,138.15,21.95,87.69,5.93,1240.02,Black pepper
87.66,16.24,101.55,29.55,68.4,6.55,1208.48,Black pepper
87.19,17.75,57.59,24.1,85.62,5.26,2288.25,Black pepper
38.38,30.84,78.8,19.89,88.33,5.79,1973.56,Black pepper
66.02,32.56,107.82,32.37,80.98,5.96,1896.82,Black pepper
68.51,30.16,108.72,25.1,82.73,6.74,2431.77,Black pepper
85.66,36.06,122.43,20.85,74.37,5.46,805.94,Black pepper
97.34,45.23,96.51,22.07,80.79,5.78,2165.69,Black pepper
99.96,27.22,66.88,22.28,62.8,5.71,829.62,Black pepper
29.15,24.51,57.58,29.71,63.17,6.56,1175.89,Black pepper
28.69,15.35,118.67,22.11,75.28,5.2,2475.0,Black pepper
30.03,29.42,133.68,21.92,68.01,6.46,1264.68,Black pepper
20.23,29.98,41.38,32.56,79.25,6.05,1142.7,Black pepper
76.0,38.7,46.65,32.09,77.38,6.43,1246.95,Black pepper
29.76,39.59,127.33,24.18,60.71,6.47,1150.36,Black pepper
47.12,36.99,51.0,19.15,60.77,6.65,1329.35,Black pepper
72.85,49.62,113.64,26.4,75.63,5.68,1819.63,Black pepper
96.7,42.58,86.66,23.32,86.51,5.24,2244.29,Black pepper
40.41,40.05,128.68,25.63,65.77,6.52,1424.76,Black pepper
45.65,32.85,87.86,28.93,64.12,5.78,2315.89,Black pepper
22.89,31.01,112.66,32.2,77.81,6.48,1178.57,Black pepper
48.22,47.97,137.46,26.93,74.26,5.81,899.94,Black pepper
91.39,43.64,90.19,22.47,70.29,5.22,2027.04,Black pepper
64.53,23.19,108.53,33.67,63.67,5.83,1640.07,Black pepper
33.34,33.61,106.66,20.52,64.64,6.54,1329.36,Black pepper
70.43,36.94,132.31,29.84,85.22,6.13,1564.08,Black pepper
51.49,28.27,86.02,20.07,72.72,5.7,858.77,Black pepper
42.01,41.32,103.57,30.9,76.28,6.54,2153.31,Black pepper
27.86,49.2,41.62,27.55,83.78,5.6,1817.57,Black pepper
48.97,17.12,40.93,19.52,62.95,6.1,1693.97,Black pepper
56.44,39.22,41.85,22.34,83.32,6.64,1545.17,Black pepper
26.52,42.96,137.37,24.62,67.3,5.08,1804.84,Black pepper
92.79,38.73,74.9,28.29,84.96,5.86,2193.57,Black pepper
51.35,27.2,104.13,25.43,89.31,5.93,1454.79,Black pepper
51.59,34.18,79.04,29.57,71.42,5.69,1848.85,Black pepper
24.87,37.94,95.55,25.25,81.58,6.36,2238.64,Black pepper
49.98,26.45,118.58,27.31,78.95,6.0,2113.58,Black pepper
35.2,34.45,57.39,24.52,79.92,5.89,1445.31,Black pepper
90.8,42.05,97.89,33.2,72.73,6.42,1085.49,Black pepper
42.86,26.83,51.64,26.03,65.77,6.14,1123.16,Black pepper
29.88,48.92,112.41,32.98,74.7,5.06,1776.43,Black pepper
64.67,15.52,134.74,27.92,82.34,5.89,1851.28,Black pepper
40.6,49.08,84.08,20.6,61.68,6.15,2471.75,Black pepper
91.66,39.57,148.97,29.57,70.18,6.08,935.6,Black pepper
37.73,29.61,62.2,33.26,89.87,5.67,2005.69,Black pepper
52.62,19.88,77.06,21.73,69.84,5.39,990.99,Black pepper
37.39,46.7,49.37,23.2,75.85,5.64,1679.93,Black pepper
23.47,37.7,101.98,28.9,77.02,5.79,1395.24,Black pepper
38.11,32.5,42.87,23.25,80.34,5.2,906.92,Black pepper
72.17,28.92,128.2,33.0,88.71,5.77,1249.36,Black pepper
68.69,36.99,108.46,23.15,61.91,5.38,1062.51,Black pepper
29.91,47.42,41.52,27.63,88.42,5.65,1696.07,Black pepper
75.66,26.1,92.54,31.07,82.36,6.46,2478.48,Black pepper
49.63,41.15,106.31,28.67,82.2,6.35,2305.77,Black pepper
